Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
3558.614809898269,1336.9835767733616,1610.121,3.158937055652873e-12,8.042099458594648e-10
3559.792826357077,1245.8305689309095,1500.346,2.943566710638867e-12,7.483087322845142e-10
3560.9708428168847,951.2795157774465,1145.62,2.247620812160728e-12,5.705698477553939e-10
3562.148859276692,916.674172103257,1103.945,2.1658575771030312e-12,5.490284972640673e-10
3563.3268757354995,848.0945600084442,1021.355,2.003822170182452e-12,5.07228638300881e-10
3564.504892195307,689.9483470079417,830.9005,1.6301646764500923e-12,4.1205580689094093e-10
3565.682908654115,1300.7914109813225,1566.535,3.073424581430324e-12,7.757601507182375e-10
3566.860925113923,982.7975728822148,1183.577,2.322089609115377e-12,5.852812355290569e-10
3568.03894157373,1122.4213120094523,1351.725,2.6519834171173332e-12,6.674788674082639e-10
3569.216958032537,743.2501254312149,895.0915,1.7561026205793932e-12,4.413651805840751e-10
3570.3949744923448,1321.827806341656,1591.869,3.123127995874274e-12,7.83826228254155e-10
3571.572990951153,832.0204090103647,1001.997,1.9658432210703483e-12,4.926756365772953e-10
3572.7510074109605,851.1602571612964,1025.047,2.0110655982288348e-12,5.032931388890367e-10
3573.9290238707677,633.6466361161358,763.0967,1.4971386887547107e-12,3.7414482112797257e-10
3575.1070403295757,863.2793931163005,1039.642,2.039699897345021e-12,5.090111256831016e-10
3576.285056789383,888.4551439227253,1069.961,2.0991835091917957e-12,5.231124624937454e-10
3577.463073248191,664.7330709619515,800.5339,1.5705876769611171e-12,3.908326778475867e-10
3578.641089707998,935.7525734531833,1126.921,2.2109347717925487e-12,5.494004309640806e-10
3579.819106167806,827.8223469584487,996.9413,1.9559243155519035e-12,4.853442117487453e-10
3580.997122626614,920.0130584119294,1107.966,2.1737464785587484e-12,5.386315669953844e-10
3582.175139086421,1193.9304418602949,1437.8429999999996,2.8209404963422576e-12,6.980110460700545e-10
3583.3531555452287,1096.8245675799246,1320.899,2.5915051091655987e-12,6.403335472239482e-10
3584.531172005037,535.3536760693198,644.7231,1.2648985332315965e-12,3.121016365296032e-10
3585.709188464844,697.0775045040215,839.4861,1.647008981930869e-12,4.0581009820082824e-10
3586.8872049236516,723.7208374198588,871.5725,1.7099601004756868e-12,4.2072637398600373e-10
3588.0652213834587,510.44206347099976,614.7222,1.206039009808863e-12,2.963209423651965e-10
3589.2432378422673,644.2260314886553,775.8374,1.5221349898680785e-12,3.7345797751996277e-10
3590.4212543020744,550.7065744815469,663.2125,1.3011733540660486e-12,3.18795118789021e-10
3591.5992707618816,945.2328184136688,1138.338,2.2333340724441077e-12,5.464097909046705e-10
3592.7772872206897,1065.2616709176664,1282.888,2.5169303682471084e-12,6.149284807044762e-10
3593.955303680497,1057.197193466827,1273.1760000000004,2.4978761501575978e-12,6.094151984939262e-10
3595.1333201403045,716.766139016903,863.197,1.6935279954912657e-12,4.125951110716133e-10
3596.311336599113,679.3704462873387,818.1616,1.6051719068021863e-12,3.905196659192043e-10
3597.48935305892,868.4400940385582,1045.857,2.0518932628131342e-12,4.985011089776937e-10
3598.6673695177283,1092.2617274242039,1315.404,2.5807243298820462e-12,6.260994548028361e-10
3599.8453859775354,1000.2891521142917,1204.642,2.363417564640041e-12,5.725756240415543e-10
3601.0234024373426,648.722359634099,781.2523,1.5327586189385982e-12,3.7081491109207304e-10
3602.201418896151,1250.3352837343284,1505.771,2.954210155154476e-12,7.137007845143273e-10
3603.3794353559583,900.5668066181478,1084.547,2.1278001509806755e-12,5.133308025275547e-10
3604.5574518147655,585.8768135438962,705.5678,1.3842712868756291e-12,3.3348763719998374e-10
3605.7354682745727,947.44573361203,1141.003,2.2385626032522363e-12,5.385427032004042e-10
3606.91348473438,544.5712774736169,655.8238,1.2866772769245778e-12,3.091101320215604e-10
3608.0915011931893,564.2408136564566,679.5117,1.3331511662040791e-12,3.198276794326243e-10
3609.269517652996,608.9212737538352,733.3201,1.4387192251669716e-12,3.4467205196797873e-10
3610.447534111804,951.262078171756,1145.599,2.2475796117303454e-12,5.376984815874835e-10
3611.625550571611,755.7479895745764,910.1426,1.7856317538049934e-12,4.2658900716858584e-10
3612.803567031417,937.0595635178064,1128.495,2.214022842146017e-12,5.281949184371561e-10
3613.9815834902265,1408.6903328220312,1696.477,3.328361073088804e-12,7.929343743046679e-10
3615.159599950034,1075.0782125593282,1294.71,2.5401242486274807e-12,6.043058352174508e-10
3616.337616408842,1286.6885397884625,1549.5510000000004,3.0401032428767558e-12,7.222465930849931e-10
3617.5156328686494,818.564140843758,985.7917,1.9340496337138885e-12,4.5883913335151735e-10
3618.693649328457,1128.9305211051208,1359.564,2.667362949201732e-12,6.319328610713824e-10
3619.871665787265,821.3263406213748,989.1182,1.9405759780790808e-12,4.591089810585085e-10
3621.0496822470723,800.1532676469133,963.6196,1.8905496307379375e-12,4.466525871161783e-10
3622.22769870588,1113.5414189020312,1341.031,2.6310025884261037e-12,6.207260903831081e-10
3623.405715165687,1187.3473305309853,1429.915,2.8053863529100456e-12,6.609501077858357e-10
3624.583731625495,1092.3406118308997,1315.499,2.5809107127813987e-12,6.072207016832905e-10
3625.761748084303,1100.4723486179744,1325.292,2.6001238468166716e-12,6.108935390370308e-10
3626.93976454411,958.9578748165643,1154.867,2.2657627350060434e-12,5.315989958401357e-10
3628.117781002918,1166.2204256934951,1404.4720000000002,2.755469088613154e-12,6.456004218109884e-10
3629.295797462725,1102.928559933829,1328.25,2.6059272217249056e-12,6.097185366507997e-10
3630.473813922533,1155.693094029395,1391.794,2.730595800213359e-12,6.380044400082233e-10
3631.651830381341,1341.733248418625,1615.841,3.1701592681191e-12,7.396850548633606e-10
3632.829846841148,1309.5376157784485,1577.068,3.0940895401552832e-12,7.209388514191794e-10
3634.007863299956,1470.5083057197492,1770.924,3.474420522647061e-12,8.084404491821415e-10
3635.1858797597633,1428.8100083403422,1720.707,3.3758985220497636e-12,7.844322602622906e-10
