Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
5326.346834152776,630.0004776393448,1359.652,1.4885237847848986e-12,5.539269496633091e-11
5327.399131319703,599.5993446006001,1294.0410000000004,1.4166939827153086e-12,5.266524393323568e-11
5328.45142848563,559.4988178946346,1207.497,1.3219470898115184e-12,4.909233848687684e-11
5329.503725652557,519.0123171321652,1120.12,1.2262882427365683e-12,4.5492946818543035e-11
5330.556022819483,496.14486018549286,1070.768,1.1722585161398326e-12,4.344372155890096e-11
5331.608319985409,507.0031027306445,1094.202,1.19791365905335e-12,4.4348764416430494e-11
5332.660617152335,526.1201707057177,1135.46,1.2430822127072672e-12,4.597359918249066e-11
5333.712914319262,513.604510153226,1108.4489999999996,1.2135110312940637e-12,4.4833773117510566e-11
5334.765211486189,511.7524833779007,1104.452,1.209135183968582e-12,4.4626167488458445e-11
5335.817508652116,509.6511720378707,1099.917,1.2041703434329159e-12,4.439725242904479e-11
5336.869805819043,492.4913122436768,1062.883,1.1636261528269937e-12,4.2858339314423964e-11
5337.922102985969,486.783251736989,1050.564,1.1501395220532625e-12,4.2318118920086994e-11
5338.974400151897,482.02228723449537,1040.289,1.1388906275650658e-12,4.1861238431078167e-11
5340.026697318824,491.53865598896857,1060.827,1.1613752791464356e-12,4.264392013839419e-11
5341.07899448575,492.1266524808094,1062.096,1.1627645586700877e-12,4.265118331078665e-11
5342.131291651677,501.00637255144517,1081.26,1.183744978521356e-12,4.337629642988827e-11
5343.183588818603,534.7561664621626,1154.098,1.2634867767433737e-12,4.6250912357829756e-11
5344.235885985529,498.23458767028575,1075.278,1.1771959871025353e-12,4.304809385296948e-11
5345.288183151457,492.6965781584801,1063.326,1.1641111416599154e-12,4.252608608804667e-11
5346.340480318383,504.6636273269374,1089.153,1.1923861000975444e-12,4.3514495602748144e-11
5347.39277748531,490.7324196644587,1059.087,1.1594703568681423e-12,4.227007765890111e-11
5348.445074652236,476.38187644239287,1028.116,1.1255638350974443e-12,4.099209733091303e-11
5349.497371818163,553.0229794628244,1193.521,1.3066464037417344e-12,4.753844430775035e-11
5350.54966898509,506.5911808384093,1093.313,1.1969403970387511e-12,4.3502734663167e-11
5351.601966152017,469.8458019633492,1014.01,1.1101208272482478e-12,4.03061852610697e-11
5352.654263317943,505.32298036703935,1090.576,1.1939439761906541e-12,4.330550169783573e-11
5353.7065604848685,485.56370345761536,1047.932,1.147258053411614e-12,4.156982414036471e-11
5354.7588576517965,517.8418843989975,1117.594,1.223522821084288e-12,4.428813176538232e-11
5355.811154817724,497.33521714966867,1073.337,1.1750710134576117e-12,4.249109092045062e-11
5356.86345198465,497.59979240328653,1073.908,1.175696134504109e-12,4.247052289114677e-11
5357.915749151577,503.16931000133735,1085.928,1.1888554251851911e-12,4.290230038643006e-11
5358.968046317505,485.80047745866403,1048.443,1.1478174874829984e-12,4.137934943688302e-11
5360.020343484432,472.8353633229686,1020.462,1.117184366638792e-12,4.0234186577598805e-11
5361.072640651357,533.783122622237,1151.998,1.2611877326143996e-12,4.5374299854483144e-11
5362.124937817284,505.9865035950269,1092.008,1.1955117053300314e-12,4.2967899517608323e-11
5363.17723498421,490.87930294886655,1059.404,1.159817403053326e-12,4.1642833583253204e-11
5364.229532151137,482.19882518831065,1040.67,1.1393077398570372e-12,4.086507785846066e-11
5365.281829318064,474.8889491794212,1024.894,1.1220364445338468e-12,4.020491483109054e-11
5366.334126483991,481.6099019880507,1039.399,1.1379162707675482e-12,4.073274331226786e-11
5367.386423650917,492.1878152364618,1062.228,1.1629090700153371e-12,4.158536816844609e-11
5368.438720817843,458.93052051500985,990.4529,1.0843309165574564e-12,3.8736318566271466e-11
5369.491017983772,473.55263563925666,1022.01,1.118879090596722e-12,3.993021435322509e-11
5370.543315150699,505.05794175921204,1090.004,1.1933177603612382e-12,4.2543854936862614e-11
5371.595612317624,475.45933821130166,1026.125,1.1233841223065935e-12,4.0010275157890397e-11
5372.647909483551,490.8890333872658,1059.425,1.1598403934946155e-12,4.126713127151381e-11
5373.700206650478,489.1472849137989,1055.6660000000004,1.1557251045037514e-12,4.1079359257769706e-11
5374.752503817404,492.9931248525526,1063.966,1.1648118027277926e-12,4.1360731606029574e-11
5375.804800983331,479.9084653308094,1035.727,1.133896227890599e-12,4.022252843259368e-11
5376.857098150258,486.23000681085966,1049.37,1.1488323512485025e-12,4.071145206607382e-11
5377.909395317185,496.64898956541634,1071.856,1.1734496399552255e-12,4.154210920581949e-11
5378.96169248411,466.84373004007375,1007.531,1.1030277287189023e-12,3.900990930111378e-11
5380.013989650038,479.65037703612427,1035.17,1.1332864338049617e-12,4.003989188872991e-11
5381.066286816965,495.78159048525396,1069.984,1.1714002063316824e-12,4.1345045174577173e-11
5382.118583983891,499.8771783429222,1078.823,1.1810769925488279e-12,4.1644880993936926e-11
5383.170881149818,491.97930584219216,1061.778,1.1624164177019858e-12,4.094592299615272e-11
5384.2231783167435,501.6657255915474,1082.683,1.1853028546144665e-12,4.171037054122118e-11
5385.2754754836715,469.71328265943566,1013.724,1.1098077193335402e-12,3.9014722283705284e-11
5386.327772649598,489.32335951340445,1056.046,1.156141122012804e-12,4.060298491334883e-11
5387.380069816525,458.88821627568353,990.3616,1.084230962876992e-12,3.803956369115444e-11
5388.432366983451,463.7239661475883,1000.798,1.0956565553282436e-12,3.84021062931581e-11
5389.48466414938,463.0711000664192,999.389,1.0941140061959937e-12,3.8309839996448086e-11
5390.536961316305,468.70687731642687,1011.552,1.1074298508344297e-12,3.873748465522911e-11
5391.589258483232,447.9386002804208,966.7304,1.0583599287719352e-12,3.698420480453959e-11
5392.641555650157,494.1941389635466,1066.558,1.1676494800526986e-12,4.0762739884382253e-11
5393.693852816085,432.74558643466315,933.9412,1.0224628726987124e-12,3.565879635079235e-11
5394.746149983012,441.0903640704448,951.9507,1.0421793656705047e-12,3.63103247621895e-11
