Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
3558.614809898269,672.8897356146538,810.8777,1.5898597089214043e-12,4.047503853069261e-10
3559.792826357077,599.4015834746829,722.3195,1.4162267257050649e-12,3.600308502978666e-10
3560.9708428168847,392.46591030864363,472.948,9.272926973018991e-13,2.3539791510277135e-10
3562.148859276692,496.1758494681253,597.9255,1.1723317355831651e-12,2.9717721880083826e-10
3563.3268757354995,343.91129466883706,414.4364,8.125710378648156e-13,2.0568656599970453e-10
3564.504892195307,709.3547402314629,854.8205,1.6760168288140728e-12,4.236458296125532e-10
3565.682908654115,448.8368501582559,540.8788,1.0604822546356353e-12,2.676753087291618e-10
3566.860925113923,948.5690972680028,1143.09,2.2412168131778287e-12,5.648972978286294e-10
3568.03894157373,475.44780276145445,572.9468,1.1233568671027086e-12,2.8273818173571067e-10
3569.216958032537,987.417536401056,1189.905,2.3330053557325887e-12,5.863594291527199e-10
3570.3949744923448,748.1821846937892,901.6102,1.7677557665386145e-12,4.4366203908098635e-10
3571.572990951153,691.2592426715547,833.0142,1.633261974696549e-12,4.093247998907017e-10
3572.7510074109605,595.128213678603,717.1698,1.4061298879907806e-12,3.5190076625836773e-10
3573.9290238707677,506.16632535001463,609.9647,1.195936576371913e-12,2.988724289927021e-10
3575.1070403295757,786.6794402437787,948.002,1.8587145555697347e-12,4.6384587727126796e-10
3576.285056789383,250.702922999961,302.1140000000001,5.92344414084986e-13,1.4761108008880637e-10
3577.463073248191,652.6014982156945,786.429,1.5419239930107223e-12,3.836998672954337e-10
3578.641089707998,941.7313072764116,1134.85,2.225060931715665e-12,5.529106739837493e-10
3579.819106167806,664.6088731964386,800.8987,1.5702942306312418e-12,3.8965373533089456e-10
3580.997122626614,215.858242259072,260.1238,5.10015689112587e-13,1.263765358695757e-10
3582.175139086421,554.9485630522838,668.7506,1.311196046280486e-12,3.244412014552892e-10
3583.3531555452287,323.5174200531389,389.8604,7.643857292708656e-13,1.8887164209719524e-10
3584.531172005037,630.4396731658841,759.7225,1.4895614871527992e-12,3.6753507545315357e-10
3585.709188464844,159.61061498139543,192.3416,3.771174866314329e-13,9.291879155615611e-11
3586.8872049236516,500.1685711361522,602.737,1.1817654763180195e-12,2.907669621149692e-10
3588.0652213834587,839.6125649990752,1011.79,1.9837814690052366e-12,4.874104316372053e-10
3589.2432378422673,682.0712943019067,821.9421,1.6115532932478568e-12,3.9539688501224287e-10
3590.4212543020744,375.30048496021317,452.2625,8.867353567696662e-13,2.1725537378431533e-10
3591.5992707618816,598.3909348787167,721.1016,1.4138388315263303e-12,3.459112498390182e-10
3592.7772872206897,601.8943894376367,725.3235,1.4221165640439413e-12,3.4744702878739063e-10
3593.955303680497,369.7130811287346,445.5293,8.735338056700249e-13,2.131189641007485e-10
3595.1333201403045,316.7633597957891,381.7213,7.484276789300039e-13,1.8233982676360623e-10
