Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
5326.346834152776,552.5391962038826,1158.082,1.3055033524057829e-12,4.858192372638908e-11
5327.399131319703,560.583845362745,1174.943,1.324510721508242e-12,4.923835428927299e-11
5328.45142848563,478.3343332432309,1002.554,1.1301769718964868e-12,4.197068920687781e-11
5329.503725652557,442.59840906709206,927.6541,1.0457424754231301e-12,3.8795044396862775e-11
5330.556022819483,456.46110346484886,956.7093,1.07849634000683e-12,3.9968909632524725e-11
5331.608319985409,448.38582347293993,939.7841,1.0594165983821969e-12,3.9221371912260453e-11
5332.660617152335,425.5456708557376,891.9128,1.005451384663287e-12,3.718516642219505e-11
5333.712914319262,460.4784183285949,965.1293,1.0879881879306013e-12,4.019626877243588e-11
5334.765211486189,405.60986512334296,850.1288,9.58348371166036e-13,3.5370250978535845e-11
5335.817508652116,440.5485288318665,923.3577,1.0408991529267296e-12,3.837751253192314e-11
5336.869805819043,465.5561707239517,975.7719,1.099985568062849e-12,4.051434784485823e-11
5337.922102985969,374.273950377721,784.451,8.843099282244857e-13,3.2537211344594044e-11
5338.974400151897,439.53651855187945,921.2366,1.038508041450351e-12,3.817156071315679e-11
5340.026697318824,448.25070428417365,939.5009,1.059097347630177e-12,3.888843126084116e-11
5341.07899448575,436.53727333852083,914.9504,1.0314216216856945e-12,3.7833413763092784e-11
5342.131291651677,425.8403375611829,892.5304,1.0061476038174104e-12,3.686854644141446e-11
5343.183588818603,466.303143188403,977.3375,1.1017504655817869e-12,4.033042938143167e-11
5344.235885985529,438.0812677126976,918.1865,1.0350696702683681e-12,3.7850771492813326e-11
5345.288183151457,435.9490850055011,913.7176,1.0300318888922945e-12,3.762804358869693e-11
5346.340480318383,442.2122315551305,926.8447,1.0448300405407663e-12,3.8129639553003017e-11
5347.39277748531,464.27253843067115,973.0815,1.096952685918655e-12,3.9990910459468364e-11
5348.445074652236,426.1804734004185,893.2433,1.0069512544569422e-12,3.667232594285551e-11
5349.497371818163,423.5226522389003,887.6727,1.0006715290360203e-12,3.6406458256194597e-11
5350.54966898509,451.31025693206635,945.9135,1.0663262578434752e-12,3.875557076534253e-11
5351.601966152017,435.4443919339013,912.6598,1.0288394332232011e-12,3.735502639129839e-11
5352.654263317943,432.1120244832662,905.6754,1.0209659340974549e-12,3.703142096629631e-11
5353.7065604848685,430.33543616656266,901.9518,1.0167683278113556e-12,3.684165079767473e-11
5354.7588576517965,443.51432822907935,929.5738,1.0479065491118786e-12,3.7931309923378045e-11
5355.811154817724,434.1785083476197,910.0066,1.0258484865591455e-12,3.7095137922542004e-11
5356.86345198465,452.937794279241,949.3247,1.0701716962802411e-12,3.865858718970595e-11
5357.915749151577,457.25077779156936,958.3644,1.0803621306836275e-12,3.898709605458758e-11
5358.968046317505,418.1611590894498,876.4354,9.880037448704868e-13,3.5617990359770024e-11
5360.020343484432,407.54046641368285,854.1752,9.629098691991414e-13,3.467815742116945e-11
5361.072640651357,438.0637098520105,918.1497,1.0350281857073714e-12,3.7237659423449845e-11
5362.124937817284,438.49468853567095,919.053,1.0360464738581482e-12,3.723655785705594e-11
5363.17723498421,416.3520791881594,872.6437,9.837293696005866e-13,3.532045503144801e-11
5364.229532151137,406.72049523496145,852.4566,9.609724951086669e-13,3.446848859060905e-11
5365.281829318064,386.60204958215803,810.2898,9.134379519932195e-13,3.273039413495213e-11
5366.334126483991,411.21950618973335,861.8862,9.716024629450085e-13,3.4779389961628214e-11
5367.386423650917,391.82966404386895,821.2465,9.25789416381151e-13,3.310602240478978e-11
5368.438720817843,398.1886631536085,834.5745,9.408140421683267e-13,3.3609363979730064e-11
5369.491017983772,425.8533151103865,892.5576,1.0061782663190172e-12,3.590818184853876e-11
5370.543315150699,412.0063178217765,863.5353,9.734614898346866e-13,3.4705596267679846e-11
5371.595612317624,405.3228799819483,849.5273,9.576703015073485e-13,3.4108237345543956e-11
5372.647909483551,446.48356285990485,935.7971,1.0549220618415706e-12,3.7534136120285246e-11
5373.700206650478,432.9160599949508,907.3606,1.0228656564396323e-12,3.635697244057028e-11
5374.752503817404,454.0654574241892,951.6882,1.0728360647562309e-12,3.8094810189711914e-11
5375.804800983331,418.3765291523353,876.8868,9.885126071214122e-13,3.50653573650961e-11
5376.857098150258,447.3956173840778,937.7087,1.0570770044177084e-12,3.745989547450651e-11
5377.909395317185,434.20689673650253,910.0661,1.02591556078141e-12,3.631915236137193e-11
5378.96169248411,404.0531317578524,846.8660000000001,9.54670223730682e-13,3.376306675758884e-11
5380.013989650038,437.3541432646752,916.6625,1.033351668340123e-12,3.6509118832792703e-11
5381.066286816965,416.97667145515817,873.9528,9.852051152201832e-13,3.477321394928056e-11
5382.118583983891,444.2643542345199,931.1458,1.049678661337077e-12,3.7011764016265344e-11
5383.170881149818,429.5692359361956,900.3459,1.0149580001889346e-12,3.5751725016258164e-11
5384.2231783167435,410.39629062371114,860.1608,9.696574232291326e-13,3.412188729950202e-11
5385.2754754836715,405.93311106398284,850.8063,9.59112115461565e-13,3.37170954677997e-11
5386.327772649598,427.86722081583434,896.7786,1.0109365905572874e-12,3.550348859081171e-11
5387.380069816525,413.02591424265836,865.6723,9.758705253469308e-13,3.423780566527359e-11
5388.432366983451,388.5079839866957,814.2845,9.179411687273154e-13,3.217328839124361e-11
5389.48466414938,443.2550158028982,929.0303,1.0472938627286755e-12,3.667045671948966e-11
5390.536961316305,398.17940710748536,834.5551,9.40792172589975e-13,3.290856059370617e-11
5391.589258483232,418.9158608295299,878.0172,9.897869046146464e-13,3.4587932326194166e-11
5392.641555650157,417.52797873841934,875.1083,9.865077078895322e-13,3.4439065642220187e-11
5393.693852816085,395.64682883809695,829.247,9.348083628555128e-13,3.2601810714260385e-11
5394.746149983012,398.1489194091726,834.4912,9.40720138257157e-13,3.277540781904956e-11
5395.798447149938,389.7988684398252,816.9901,9.209911857988776e-13,3.205619289241408e-11
5396.850744315865,396.63808458167404,831.3246,9.371504368752789e-13,3.258628579617738e-11
5397.903041482792,394.78620739495864,827.4432,9.327749429879476e-13,3.2401997068047866e-11
5398.955338649718,396.7489662888397,831.557,9.374124208963577e-13,3.253083747034894e-11
5400.007635815645,418.9013565098318,877.9868,9.897526347599095e-13,3.431319163170521e-11
5401.059932982572,412.0702513362352,863.6693,9.736125477470126e-13,3.3720250858081524e-11
5402.112230149499,419.9801629989548,880.2479,9.923015679357336e-13,3.433355499310591e-11
5403.1645273154245,399.39237855381566,837.0974,9.436581019221128e-13,3.261823877836654e-11
5404.216824482352,374.15934716747495,784.2108,8.840391512801518e-13,3.05272967807649e-11
5405.269121649279,392.888670228141,823.4661,9.282915666960681e-13,3.2023776576963284e-11
5406.321418816207,372.64331177797936,781.0333,8.804571623516742e-13,3.0343658518033065e-11
5407.373715982132,373.2081214378016,782.2171,8.817916575502681e-13,3.035970477595098e-11
5408.426013149058,384.26971680544375,805.4014,9.079272691677368e-13,3.1228760198131974e-11
5409.478310315985,425.05519583436813,890.8848,1.0042925224702183e-12,3.4509313023497244e-11
5410.530607481912,406.37444316005946,851.7313,9.60154865975756e-13,3.296021621433733e-11
5411.582904648839,409.37478573971117,858.0198,9.672438785254751e-13,3.3170934949375994e-11
5412.635201815766,415.4675065328881,870.7897,9.816393593807917e-13,3.3631553024137424e-11
5413.6874989816915,408.95201344745874,857.1337,9.662449798977731e-13,3.307163943732273e-11
5414.739796148619,412.63525184236914,864.8535,9.749474938647476e-13,3.333676813799795e-11
5415.7920933155465,420.1175246318852,880.5358,9.926261169876642e-13,3.390798927491039e-11
5416.844390481472,414.865004726482,869.5269,9.802158076517963e-13,3.345125319125585e-11
5417.896687648399,414.9719263726776,869.7510000000002,9.804684351006944e-13,3.3427118229582885e-11
5418.948984815324,395.144378210661,828.1939,9.336212054863296e-13,3.1798815116543206e-11
5420.001281982252,400.22093781656883,838.834,9.456157673739446e-13,3.217585709947733e-11
5421.053579148179,385.7677172184725,808.5411,9.114666462373642e-13,3.098358514021574e-11
5422.105876315106,419.6561536730677,879.5688,9.915360199636395e-13,3.367248221309454e-11
5423.158173482032,410.7619044455743,860.9271,9.705212715740238e-13,3.292666336835322e-11
5424.210470647959,426.4964671812095,893.9056,1.007697863825103e-12,3.415460850498415e-11
5425.262767814886,384.72006638975347,806.3453,9.089913256113528e-13,3.077905640545533e-11
5426.315064981813,382.92849663757227,802.5903,9.04758322172664e-13,3.060589040086618e-11
5427.367362147739,401.49664998790894,841.5078,9.486299363737758e-13,3.20587369557235e-11
5428.419659314666,413.6694957176831,867.0212,9.77391137421085e-13,3.299859203243719e-11
5429.471956481591,371.9863710611276,779.6564,8.789049859376315e-13,2.9644672270104794e-11
5430.524253647519,379.2278435167085,794.834,8.960146618340481e-13,3.01924137725294e-11
5431.576550814446,419.1318034313507,878.4698,9.902971196229951e-13,3.3336999515254065e-11
5432.628847981373,432.9330453167025,907.3962,1.0229057882432055e-12,3.440132617057661e-11
5433.6811451472995,436.4707156872746,914.8109,1.0312643636351754e-12,3.4648815857121163e-11
5434.7334423142265,413.78328783110396,867.2597,9.776599979590683e-13,3.281597798927151e-11
5435.785739481153,387.5384370110877,812.2524,9.156503867598691e-13,3.070482244727896e-11
5436.83803664808,428.9309027347461,899.008,1.013449788391166e-12,3.395148910253603e-11
5437.890333814005,422.1878254224749,884.875,9.975176878321805e-13,3.338544441760843e-11
5438.942630980932,435.7962648213137,913.3973,1.0296708153899211e-12,3.44282706368405e-11
5439.994928147858,408.8600732367409,856.941,9.660277496014653e-13,3.226910629402327e-11
5441.047225313787,415.91761755930827,871.7331,9.827028521754812e-13,3.279445107310013e-11
5442.099522480713,410.57444565579215,860.5342,9.700783562475097e-13,3.234193954290543e-11
5443.151819647639,380.1233421233314,796.7109,8.981304871746804e-13,2.9914384015180154e-11
5444.2041168135665,387.54941067401717,812.2754,9.156763146104922e-13,3.046942574426795e-11
5445.256413980494,373.28326717307937,782.3746,8.819692069621436e-13,2.9319574094556064e-11
5446.30871114742,387.92237207888536,813.0571,9.165575233423227e-13,3.0440108163909623e-11
5447.361008313347,397.180135818812,832.4607,9.384311599662758e-13,3.1136615099856816e-11
5448.413305480273,405.83368013552627,850.5979,9.588771865889626e-13,3.1784454469826534e-11
5449.465602647199,414.04393618146776,867.806,9.7827584077626e-13,3.239635770860592e-11
5450.517899814126,399.7609027819342,837.8698,9.44528826783909e-13,3.124880686286511e-11
5451.570196980054,386.287344013972,809.6302,9.12694386329262e-13,3.016666163787848e-11
5452.62249414698,411.6286806822689,862.7438,9.72569233583895e-13,3.211488225394189e-11
5453.674791313906,371.0200684728206,777.6311,8.766218695955869e-13,2.8918937137562733e-11
5454.727088479834,391.06928462601235,819.6528,9.239928417925385e-13,3.0452512960082666e-11
5455.779385646761,391.893263577282,821.3798,9.259396851849798e-13,3.04875142802092e-11
5456.831682813687,409.533379024831,858.3522,9.676185923318722e-13,3.182941062208334e-11
5457.883979979614,398.00158605645,834.1824,9.403720286800952e-13,3.090362704704483e-11
5458.93627714654,399.04370234212615,836.3666,9.428342726510094e-13,3.09549963247526e-11
5459.988574313466,409.2181486292873,857.6915,9.668737866402763e-13,3.171400655600102e-11
5461.040871479394,390.5179773427514,818.4973,9.2269024912319e-13,3.023593981224721e-11
5462.093168646321,398.8360138432914,835.9313,9.423435598955205e-13,3.0850578291895714e-11
5463.145465813246,410.3377008059833,860.038,9.695189910527618e-13,3.171006630542462e-11
