Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
5326.346834152776,438.7527469706497,941.7216,1.0366561973932312e-12,3.85772677024827e-11
5327.399131319703,440.8597554781536,946.244,1.041634498822328e-12,3.872250156989306e-11
5328.45142848563,348.50393141723123,748.0151,8.234222185821347e-13,3.057892602797954e-11
5329.503725652557,315.6703988358783,677.5425,7.458453024994897e-13,2.7669433253107062e-11
5330.556022819483,322.9241194608068,693.1116,7.629839175666547e-13,2.8276067447848915e-11
5331.608319985409,311.2205873299704,667.9916,7.353315798922106e-13,2.7223203240183544e-11
5332.660617152335,289.44195401987787,621.2468,6.838744543299349e-13,2.529210838439756e-11
5333.712914319262,321.2156460402744,689.4446,7.589472486871891e-13,2.8039686396188062e-11
5334.765211486189,317.81677631094,682.1494,7.509166223415436e-13,2.7714461875548193e-11
5335.817508652116,321.76956042524057,690.6335,7.602560012453555e-13,2.8030317954651266e-11
5336.869805819043,291.7568027217912,626.2153,6.893438269308696e-13,2.5389710919722975e-11
5337.922102985969,303.6983656872472,651.8462,7.175585682405793e-13,2.6401778428344426e-11
5338.974400151897,348.72896350398264,748.4981,8.239539096289804e-13,3.0285376165524055e-11
5340.026697318824,317.79203675854563,682.0963,7.508581693506794e-13,2.7570361091708707e-11
5341.07899448575,314.24719901103487,674.4878,7.424826593508381e-13,2.7234889275669853e-11
5342.131291651677,323.02438220422073,693.3268,7.632208117970507e-13,2.7966912447072803e-11
5343.183588818603,319.68957440434457,686.1691,7.553415467742651e-13,2.764986252577124e-11
5344.235885985529,309.8891707786053,665.1339,7.321857962388563e-13,2.6774813386750116e-11
5345.288183151457,341.7138327996034,733.4411,8.073790191686254e-13,2.949432270349167e-11
5346.340480318383,321.5830586771524,690.2332,7.5981534715415e-13,2.772841915880692e-11
5347.39277748531,312.2664041521873,670.2363,7.378025672480157e-13,2.6897601676294416e-11
5348.445074652236,307.64243737914137,660.3116,7.268773620044823e-13,2.647226806851472e-11
5349.497371818163,285.5737316524622,612.9442,6.74734872372298e-13,2.4548222121083867e-11
5350.54966898509,344.6805756956833,739.8088,8.143886445909803e-13,2.959891169684587e-11
5351.601966152017,334.00986163919555,716.9056,7.891765816839212e-13,2.8653365223222407e-11
5352.654263317943,307.81002338660414,660.6713,7.272733232250837e-13,2.6378906181344346e-11
5353.7065604848685,347.6013337740357,746.0778,8.212896201037627e-13,2.9758662381576044e-11
5354.7588576517965,328.6878760827732,705.4827,7.766021434665086e-13,2.8110843105192616e-11
5355.811154817724,325.354931902663,698.329,7.687272816822061e-13,2.7797520698665212e-11
5356.86345198465,336.58640914675726,722.4358,7.952642790488578e-13,2.8727907472539033e-11
5357.915749151577,319.69013349027443,686.1703,7.5534286774581e-13,2.7258105502382933e-11
5358.968046317505,295.6423567530312,634.5551,6.985243590064001e-13,2.518212508234563e-11
5360.020343484432,306.82025492885134,658.5469,7.249347632666604e-13,2.6107741383467247e-11
5361.072640651357,298.5902770894739,640.8824,7.054895117200749e-13,2.5381703152647756e-11
5362.124937817284,310.20528728142267,665.8124,7.329326955665676e-13,2.6342342175211317e-11
5363.17723498421,332.58065164060656,713.8380000000002,7.857997380911613e-13,2.8213861627656275e-11
5364.229532151137,322.32286913378283,691.8211,7.615633227510152e-13,2.7316012513241954e-11
5365.281829318064,312.21529438010316,670.1266,7.376818084326142e-13,2.6432683559400584e-11
5366.334126483991,317.35832584849004,681.1654,7.498334256746785e-13,2.6840966457368103e-11
5367.386423650917,290.71499268207117,623.9792,6.86882306537803e-13,2.4562757606997818e-11
5368.438720817843,297.1920497694957,637.8813,7.021858719670984e-13,2.50846814509428e-11
5369.491017983772,313.84423782711923,673.6229,7.415305691098099e-13,2.6463515873044283e-11
5370.543315150699,297.52130479166374,638.5880000000002,7.029638141261162e-13,2.5061883370437583e-11
5371.595612317624,286.24463476824263,614.3842,6.763200382262471e-13,2.408770988205401e-11
5372.647909483551,309.45914051758774,664.2109,7.311697489588599e-13,2.6015026016754387e-11
5373.700206650478,306.11762368655377,657.0388,7.232746322775349e-13,2.570824008717697e-11
5374.752503817404,326.77542947884564,701.3779,7.720835401350568e-13,2.741553614598972e-11
5375.804800983331,319.938600595584,686.7036,7.559299295165818e-13,2.6814987416963903e-11
5376.857098150258,292.5403616524297,627.8971,6.911951685511274e-13,2.4494051670977192e-11
5377.909395317185,304.1467991934546,652.8087,7.186180975005977e-13,2.5440300518381973e-11
5378.96169248411,304.8902437086288,654.4044,7.203746594125048e-13,2.547692083782967e-11
5380.013989650038,297.24315954157976,637.991,7.023066307824997e-13,2.4813039961006835e-11
5381.066286816965,304.984775821262,654.6073,7.205980136845648e-13,2.5433799027403426e-11
5382.118583983891,301.9446063063994,648.082,7.134149006659717e-13,2.5155073568421456e-11
5383.170881149818,305.5703717422512,655.8642,7.219816212969456e-13,2.5431681297744056e-11
5384.2231783167435,298.58235670546816,640.8654,7.054707979565214e-13,2.4825257337584375e-11
5385.2754754836715,298.42599900709604,640.5298,7.051013662477817e-13,2.4787477602460924e-11
5386.327772649598,310.35512231061364,666.1339999999999,7.332867159406164e-13,2.575259100953094e-11
5387.380069816525,307.94341197135964,660.9576,7.27588485019518e-13,2.552698591396946e-11
5388.432366983451,290.3167837285592,623.1245,6.859414445549073e-13,2.4041836957556822e-11
5389.48466414938,312.42513796576117,670.577,7.381776130858216e-13,2.5846909998528943e-11
5390.536961316305,309.82566793507686,664.9976,7.320357558875414e-13,2.560633871247555e-11
5391.589258483232,284.57725416355163,610.8054,6.723804607553353e-13,2.3496218999901948e-11
5392.641555650157,289.48109003496506,621.3308,6.839669223380819e-13,2.387734180597623e-11
5393.693852816085,293.29372994285814,629.5141,6.929751777079577e-13,2.4167782907187924e-11
5394.746149983012,291.11632319869165,624.8406,6.878305439451587e-13,2.3964541282137004e-11
5395.798447149938,298.6944534343965,641.106,7.057356527512854e-13,2.456396821650944e-11
5396.850744315865,297.27446835364964,638.0582,7.023806051890177e-13,2.4422946666595238e-11
5397.903041482792,295.95013355739536,635.2157,6.99251553841899e-13,2.4290046562395573e-11
5398.955338649718,299.6412188660475,643.1381,7.079726079817088e-13,2.4568633112082884e-11
5400.007635815645,281.7781438654285,604.7975,6.657669066345434e-13,2.3081107993150466e-11
5401.059932982572,290.0994390733427,622.658,6.854279168668049e-13,2.3739218804610797e-11
5402.112230149499,306.4484161950288,657.7488,7.240562071083011e-13,2.505228693386743e-11
5403.1645273154245,279.0221763648896,598.8822,6.592552874846372e-13,2.2787645588242346e-11
