Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
3558.614809898269,2308.112863059919,2764.557,5.4534576029313386e-12,1.388354616231465e-09
3559.792826357077,2353.885942695195,2819.382,5.5616072316352165e-12,1.413862727121977e-09
3560.9708428168847,2047.7978317457141,2452.763,4.838402330116065e-12,1.2282527666309274e-09
3562.148859276692,2754.182690816859,3298.84,6.507402118622991e-12,1.6495771670542444e-09
3563.3268757354995,2072.379624426087,2482.206,4.8964825766811065e-12,1.2394494016441624e-09
3564.504892195307,2193.65469969578,2627.4640000000004,5.183023365851521e-12,1.3101098962598788e-09
3565.682908654115,2603.0050415349992,3117.766,6.1502094899330456e-12,1.5523684783697554e-09
3566.860925113923,2317.3184075388713,2775.583,5.475207859312351e-12,1.3800227209567228e-09
3568.03894157373,1898.0904313145188,2273.45,4.48468350892539e-12,1.1287519559514643e-09
3569.216958032537,2113.081556123293,2530.957000000001,4.992650429830996e-12,1.2548139457980463e-09
3570.3949744923448,2153.2641835700088,2579.086,5.08759130497717e-12,1.2768568911510676e-09
3571.572990951153,1612.0990609013031,1930.902,3.808961867096727e-12,9.545942893395004e-10
3572.7510074109605,2158.940629870789,2585.885,5.101003239779866e-12,1.2765868673269538e-09
3573.9290238707677,2438.8932098598925,2921.2,5.762456823890057e-12,1.4400759220412115e-09
3575.1070403295757,2004.8325016191186,2401.301,4.7368866676927355e-12,1.182099395158084e-09
3576.285056789383,2037.7031248442981,2440.672,4.81455121911454e-12,1.1997768337094717e-09
3577.463073248191,2091.107973215481,2504.638,4.940732690152796e-12,1.2294759574058046e-09
3578.641089707998,1979.302269021452,2370.722,4.6765655095324835e-12,1.1620908672424547e-09
3579.819106167806,2158.44386776622,2585.29,5.099829522879202e-12,1.2654747017327027e-09
3580.997122626614,2112.2859018616896,2530.004,4.99077051015649e-12,1.2366605613467323e-09
3582.175139086421,1931.3609689062332,2313.3,4.563292951768063e-12,1.1291372118333677e-09
3583.3531555452287,1565.4476724693775,1875.025,3.69873702800714e-12,9.139188624462912e-10
