Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
3558.614809898269,613.5070271064218,718.0836,1.4495541422483996e-12,3.6903104991340767e-10
3559.792826357077,559.1618444074934,654.4749,1.3211509109699859e-12,3.35860831613329e-10
3560.9708428168847,529.4503729650974,619.6989,1.2509505960612062e-12,3.1756010056607394e-10
3562.148859276692,677.9313497553225,793.4895,1.6017717039570482e-12,4.0603699933026944e-10
3563.3268757354995,919.210181705432,1075.896,2.17184949416542e-12,5.49761489773156e-10
3564.504892195307,223.18760789349759,261.2315,5.273330332439882e-13,1.332936737328766e-10
3565.682908654115,562.3769133684111,658.238,1.3287472649219422e-12,3.353878226686723e-10
3566.860925113923,659.514697257475,771.9336,1.5582580460279544e-12,3.927579671655212e-10
3568.03894157373,404.78086450190835,473.7786,9.563896629008764e-13,2.4071413300462747e-10
3569.216958032537,541.5979357458161,633.9171,1.2796520602156808e-12,3.21617800704343e-10
3570.3949744923448,887.9813542335418,1039.344,2.0980640700066406e-12,5.265610787650437e-10
3571.572990951153,822.1205841227104,962.2568,1.9424525645018073e-12,4.868135177209441e-10
3572.7510074109605,521.5394459270906,610.4395,1.2322591768103908e-12,3.083875481575178e-10
3573.9290238707677,437.61462063449983,512.2091,1.0339671071757171e-12,2.5839519162265636e-10
3575.1070403295757,454.3427019292546,531.7886,1.0734911198786287e-12,2.6789182273896337e-10
3576.285056789383,795.8052220368685,931.4558,1.880276353911017e-12,4.685612236168177e-10
3577.463073248191,458.6709258287018,536.8546,1.083717563268549e-12,2.6967755031812486e-10
3578.641089707998,251.65529166261783,294.5517,5.945946082619179e-13,1.4775222597958569e-10
3579.819106167806,474.6040185055262,555.5036,1.121363229036143e-12,2.7825573216364675e-10
3580.997122626614,567.1543635067708,663.8298,1.3400351105886928e-12,3.3204663863275516e-10
3582.175139086421,467.4627053815783,547.145,1.1044902030355525e-12,2.7329408861853426e-10
3583.3531555452287,461.55262073404054,540.2275,1.0905262428796554e-12,2.694575190973751e-10
3584.531172005037,575.8515646179441,674.0095,1.3605842866203505e-12,3.3571118262410425e-10
3585.709188464844,751.8756290651727,880.0381,1.7764823945170326e-12,4.377113318021109e-10
3586.8872049236516,470.8183177359937,551.0726,1.1124186236945049e-12,2.7370454653959015e-10
3588.0652213834587,705.6189963313524,825.8967,1.6671902582850853e-12,4.096247172928563e-10
3589.2432378422673,462.9542954536286,541.8681,1.0938380279221946e-12,2.683747107591632e-10
