Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
5326.346834152776,565.8631983674837,1180.531,1.3369844303302977e-12,4.9753434564515155e-11
5327.399131319703,509.6512827134675,1063.259,1.2041706049299529e-12,4.4764740600025596e-11
5328.45142848563,476.10910653078275,993.2817,1.1249193522508177e-12,4.177544020994764e-11
5329.503725652557,397.10301749705286,828.4554,9.382489498565132e-13,3.4807240329666555e-11
5330.556022819483,412.04826806099294,859.6349,9.735606071069229e-13,3.6080007399001545e-11
5331.608319985409,400.2480413917649,835.0167,9.45679805922746e-13,3.5010645891947176e-11
5332.660617152335,373.6728219561981,779.5742,8.828896214391641e-13,3.2652396730885795e-11
5333.712914319262,400.87289517823217,836.3203,9.47156169443381e-13,3.49931592812894e-11
5334.765211486189,399.59917320310234,833.663,9.441467027485488e-13,3.4846102775905425e-11
5335.817508652116,384.8807413042099,802.9567,9.09370957754939e-13,3.3528123477936714e-11
5336.869805819043,368.7761846893725,769.3586,8.713201682469291e-13,3.209221048487385e-11
5337.922102985969,370.4386907287885,772.827,8.752482284149024e-13,3.2203796065136916e-11
5338.974400151897,390.62478499102264,814.9402,9.229426072252732e-13,3.392381990346198e-11
5340.026697318824,407.30506413035033,849.7394,9.623536761323585e-13,3.533615192846195e-11
5341.07899448575,393.74047392736435,821.4403,9.30304152576975e-13,3.412433983344743e-11
5342.131291651677,384.55450972468435,802.2761,9.086001591877835e-13,3.329408830135277e-11
5343.183588818603,364.6582180087052,760.7675,8.615905068154117e-13,3.15391880251957e-11
5344.235885985529,369.4921110590161,770.8522,8.730117120904549e-13,3.1924582251857504e-11
5345.288183151457,364.04712097559167,759.4926,8.601466468488141e-13,3.142197427994678e-11
5346.340480318383,384.0907585445623,801.3086,9.075044383330623e-13,3.3118130015175434e-11
5347.39277748531,370.2947481144313,772.5267,8.749081302519333e-13,3.189597249389526e-11
5348.445074652236,426.48375182383796,889.7509,1.0076678208131507e-12,3.669842269268153e-11
5349.497371818163,408.5361737231413,852.3078,9.652624610866378e-13,3.511820460173937e-11
5350.54966898509,397.8068168332524,829.9237,9.39911840741254e-13,3.416104554219659e-11
5351.601966152017,379.54292927130234,791.8207,8.967591257774997e-13,3.255946431321209e-11
5352.654263317943,406.7644285168522,848.6115,9.610762977839971e-13,3.4859165987189105e-11
5353.7065604848685,420.930433299372,878.1653,9.945468042400707e-13,3.603647464376382e-11
5354.7588576517965,410.33581589964564,856.0623,9.695145375197645e-13,3.5093736582761333e-11
5355.811154817724,391.8035518149563,817.3994,9.25727720120291e-13,3.3474726440123937e-11
5356.86345198465,368.6088508010205,769.0095,8.709248027168174e-13,3.146104736140289e-11
5357.915749151577,434.6193615448631,906.7238,1.0268901055626013e-12,3.705744772610756e-11
5358.968046317505,383.99647445450546,801.1119,9.072816700724693e-13,3.270792235961957e-11
5360.020343484432,401.52358481855833,837.6778,9.486935762240358e-13,3.416617300652615e-11
5361.072640651357,379.71419366061264,792.178,8.971637780373365e-13,3.227765163784173e-11
