Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
3558.614809898269,1214.7065606956915,1411.535,2.8700289464937343e-12,7.306590106138711e-10
3559.792826357077,1660.5526233373057,1929.625,3.92344476465548e-12,9.97411734348104e-10
3560.9708428168847,1479.1910609530523,1718.876,3.4949355669064973e-12,8.872069717167898e-10
3562.148859276692,1453.4354455024536,1688.947,3.4340818889320864e-12,8.70513758104069e-10
3563.3268757354995,1059.0558647893545,1230.663,2.5022676967831603e-12,6.334004361215542e-10
3564.504892195307,1367.8719675037844,1589.519,3.2319181182200742e-12,8.169301219976442e-10
3565.682908654115,1468.977107938145,1707.007,3.470802709013541e-12,8.760619827555877e-10
3566.860925113923,846.0661587913022,983.1609,1.999029596900418e-12,5.038541612434802e-10
3568.03894157373,1212.8503388865115,1409.378,2.86564318741756e-12,7.212549885446938e-10
3569.216958032537,955.3311883387013,1110.131,2.2571938381974488e-12,5.673055516998122e-10
3570.3949744923448,1220.5600705455015,1418.3370000000002,2.883859235430282e-12,7.237758139625817e-10
3571.572990951153,1226.2173733612406,1424.911,2.897225939262813e-12,7.260968823126099e-10
3572.7510074109605,1099.9701947363383,1278.207,2.5989373905789903e-12,6.504150626576155e-10
3573.9290238707677,1282.8893655928284,1490.766,3.0311268034081182e-12,7.574985565436418e-10
3575.1070403295757,1120.0237583985158,1301.51,2.646318634784868e-12,6.603940260826342e-10
3576.285056789383,1511.4344168855278,1756.344,3.571118052333517e-12,8.899156981903347e-10
3577.463073248191,1277.4756004553456,1484.475,3.0183355144196112e-12,7.510972924641726e-10
3578.641089707998,1031.1049680057852,1198.183,2.436227152140544e-12,6.053838694785326e-10
3579.819106167806,1284.6862089574865,1492.854,3.0353722669922866e-12,7.531990622406471e-10
3580.997122626614,1093.837003807259,1271.08,2.584446289542417e-12,6.403986704441332e-10
3582.175139086421,1464.6321548020542,1701.958,3.460536738881134e-12,8.562721802187246e-10
3583.3531555452287,1187.59728882143,1380.033,2.805976937955196e-12,6.933272713816706e-10
3584.531172005037,1372.2392951262175,1594.594,3.242236953320484e-12,7.999910131627946e-10
3585.709188464844,1151.17248561459,1337.706,2.7199148033157852e-12,6.701656794472747e-10
3586.8872049236516,1315.151653782977,1528.256,3.1073540207311385e-12,7.645475408866887e-10
3588.0652213834587,1410.1468383317667,1638.644,3.331802408724033e-12,8.186159995638988e-10
3589.2432378422673,1362.728417316734,1583.542,3.2197652753835927e-12,7.899739746065341e-10
3590.4212543020744,1291.139527152683,1500.3529999999996,3.0506197437248904e-12,7.474197658151117e-10
3591.5992707618816,968.1629562555673,1125.042,2.2875118973466503e-12,5.596649927761356e-10
3592.7772872206897,1353.5419695592032,1572.8670000000004,3.198060139482733e-12,7.813399558380577e-10
3593.955303680497,1336.0494240259634,1552.54,3.1567299008450942e-12,7.701579515837284e-10
3595.1333201403045,1381.4593046132609,1605.308,3.264021386673348e-12,7.952152371617272e-10
3596.311336599113,1091.4308859683779,1268.284,2.5787612722141915e-12,6.273826412254631e-10
3597.48935305892,1168.0187527154262,1357.2820000000004,2.7597180576853617e-12,6.704649492029676e-10
3598.6673695177283,1380.6934087346467,1604.418,3.262211778153275e-12,7.914324641743152e-10
3599.8453859775354,1476.1378041246012,1715.328,3.487721532042212e-12,8.449562034952486e-10
3601.0234024373426,1108.085248820977,1287.637,2.618111107819751e-12,6.333904280033548e-10
3602.201418896151,1055.764233625649,1226.838,2.494490446682852e-12,6.026381656209401e-10
3603.3794353559583,1382.9454868406385,1607.035,3.267532840509487e-12,7.882907868630509e-10
3604.5574518147655,1208.4115850192193,1404.22,2.8551555910731444e-12,6.878413941925918e-10
3605.7354682745727,1420.7084564421343,1650.917,3.356756706889022e-12,8.075525018990977e-10
3606.91348473438,1152.5700304537684,1339.33,2.7232168305479153e-12,6.54223035651965e-10
3608.0915011931893,1484.1332407630289,1724.619,3.506612625030959e-12,8.41248769804634e-10
3609.269517652996,1473.4692163497907,1712.227,3.481416367973962e-12,8.340382906645544e-10
3610.447534111804,1051.072475951264,1221.386,2.483405069546413e-12,5.941160562645161e-10
3611.625550571611,1191.332967483298,1384.374,2.814803354343545e-12,6.724590138731103e-10
3612.803567031417,1436.2423738633233,1668.9679999999996,3.3934592275584764e-12,8.095706538342269e-10
3613.9815834902265,1617.3113468108027,1879.377,3.8212771141874295e-12,9.103645641339684e-10
3615.159599950034,1684.146519184446,1957.042,3.979190873413688e-12,9.466656072226518e-10
3616.337616408842,1547.0038262683875,1797.677,3.6551591185808465e-12,8.68367292053043e-10
3617.5156328686494,1487.972186284935,1729.08,3.51568303357932e-12,8.340700921767584e-10
3618.693649328457,1670.7304329511996,1941.452,3.947492225292432e-12,9.35212081555168e-10
3619.871665787265,1223.7802754643476,1422.079,2.8914677242865833e-12,6.840746333337744e-10
3621.0496822470723,1519.7198612892291,1765.9720000000002,3.590694356638293e-12,8.483209844694461e-10
3622.22769870588,1146.6743533027761,1332.479,2.7092869114793644e-12,6.391955217705579e-10
3623.405715165687,1370.5422763929291,1592.622,3.2382273488243252e-12,7.629276135247198e-10
3624.583731625495,1654.0519744979251,1922.071,3.908085458182871e-12,9.194701631497567e-10
3625.761748084303,1468.9117055934548,1706.931,3.470648180645536e-12,8.154213701869384e-10
3626.93976454411,1462.8129369510543,1699.844,3.4562384103289636e-12,8.109114162432736e-10
3628.117781002918,1489.0272293716544,1730.306,3.518175820147418e-12,8.243009521966989e-10
3629.295797462725,1444.1500336707195,1678.1570000000004,3.412142927211216e-12,7.983518400201204e-10
3630.473813922533,1605.9046615624584,1866.122,3.794326146846362e-12,8.865453203795744e-10
3631.651830381341,1678.7138217892898,1950.729,3.9663548525291786e-12,9.254593093176981e-10
3632.829846841148,1706.4048303084314,1982.907,4.031781350235773e-12,9.394258886465094e-10
3634.007863299956,1768.9570096620057,2055.595,4.179575534625628e-12,9.725184100711897e-10
3635.1858797597633,1840.0252627400328,2138.179,4.347490939144282e-12,1.0101939147720941e-09
3636.3638962195705,1953.2350002851608,2269.733,4.614975477626884e-12,1.070868583728029e-09
3637.541912678378,1560.5739522345239,1813.446,3.687221721674119e-12,8.544114472649207e-10
3638.719929138185,1631.260117930411,1895.586,3.854234355200737e-12,8.918817015134894e-10
3639.897945596994,1936.002343016349,2249.708,4.574259285925268e-12,1.0570403109104376e-09
3641.075962056802,1484.8569693404609,1725.46,3.508322603419028e-12,8.096032312463942e-10
3642.253978516609,1309.2929805901647,1521.448,3.09351153218659e-12,7.128968466963148e-10
3643.4319949754167,1566.537613401708,1820.376,3.701312268914677e-12,8.517913518671032e-10
3644.610011435224,1573.0167483119144,1827.905,3.7166207436872835e-12,8.541390793055832e-10
3645.7880278950315,1330.8723121094008,1546.524,3.14449776055661e-12,7.216635699797603e-10
