Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
3558.614809898269,53.630204931924105,65.77074,1.267139287309516e-13,3.225914286009651e-11
3559.792826357077,507.11758176210236,621.9163,1.1981841425961923e-12,3.04600420146403e-10
3560.9708428168847,268.08815644800757,328.7766,6.334211027700855e-13,1.6079713278021415e-10
3562.148859276692,389.9457496370462,478.2197,9.21338227052593e-13,2.3355226475566263e-10
3563.3268757354995,557.1887283547928,683.3223,1.3164889618464065e-12,3.332435948618596e-10
3564.504892195307,440.16440413480484,539.8066,1.0399915683006955e-12,2.628780828260315e-10
3565.682908654115,263.6284273977617,323.3073,6.228839476398834e-13,1.5722153978354954e-10
3566.860925113923,509.6962384729242,625.0787,1.2042768234481754e-12,3.035372211218291e-10
3568.03894157373,413.1811393954199,506.715,9.762372811512252e-13,2.457095887322107e-10
3569.216958032537,229.5888378485997,281.562,5.424574393011875e-13,1.3633703568949226e-10
3570.3949744923448,471.0282928156495,577.6573,1.1129147390331006e-12,2.7931348424308683e-10
3571.572990951153,520.4024258248558,638.2085,1.2295727003297746e-12,3.081530136076694e-10
3572.7510074109605,460.08718546675766,564.2394,1.0870638085993088e-12,2.7205067645951673e-10
3573.9290238707677,446.1728438765711,547.1752,1.0541879154186827e-12,2.634485048126456e-10
3575.1070403295757,367.4077811678092,450.5797,8.680869942076606e-13,2.1663281872380192e-10
3576.285056789383,246.98074557220158,302.891,5.835498975265696e-13,1.4541950360529712e-10
3577.463073248191,589.972013706395,723.5269,1.3939471570720708e-12,3.4687659158935037e-10
3578.641089707998,500.30620650833697,613.563,1.1820906721430965e-12,2.9374051781160994e-10
3579.819106167806,364.8833493087676,447.4838,8.621224322769576e-13,2.1392756815659488e-10
3580.997122626614,309.3652551989099,379.3978,7.30947922889112e-13,1.811212250284242e-10
3582.175139086421,253.17110357610557,310.4827,5.9817606917595e-13,1.4801216272408745e-10
3583.3531555452287,770.1968296459703,944.5501,1.8197705249205534e-12,4.4964608066358373e-10
3584.531172005037,-58.867208500401965,-72.19327,-1.3908757708419192e-13,-3.431853171495897e-11
3585.709188464844,382.7470540134223,469.3914,9.043296214474947e-13,2.2281972746456424e-10
3586.8872049236516,14.359490929793019,17.610120000000006,3.392766282732267e-14,8.347716742155736e-12
3588.0652213834587,305.42037684661886,374.5599,7.216272232009605e-13,1.773021080380954e-10
3589.2432378422673,567.8317213305896,696.3746,1.3416355272032048e-12,3.2917217848179343e-10
3590.4212543020744,367.55406595592,450.7591,8.684326263050694e-13,2.1277109725468057e-10
3591.5992707618816,266.77770893979806,327.1695,6.303248633958057e-13,1.5421592365408942e-10
3592.7772872206897,692.2352732371209,848.94,1.635568075664863e-12,3.995968281624683e-10
3593.955303680497,502.6716331629104,616.4639,1.1876795470113985e-12,2.8976215127537923e-10
3595.1333201403045,421.27849981824585,516.6454,9.95369192969001e-13,2.425023169523536e-10
3596.311336599113,796.0846708382651,976.2983,1.880936617200129e-12,4.5761001438627495e-10
3597.48935305892,608.1220908613535,745.7857,1.4368309682749934e-12,3.490736307192639e-10
3598.6673695177283,346.34831647673514,424.7529,8.183290730629609e-13,1.985316217472354e-10
3599.8453859775354,280.6776177498867,344.216,6.631666557507675e-13,1.6066270617645948e-10
3601.0234024373426,503.3799809635336,617.3326,1.1893531847093866e-12,2.877360401016624e-10
3602.201418896151,488.58499516398484,599.1884,1.1543965631831555e-12,2.7888799019492226e-10
3603.3794353559583,573.0413026168815,702.7635,1.3539443839876834e-12,3.2663845657203604e-10
3604.5574518147655,85.61631157534013,104.9977,2.0228860241976652e-13,4.873376244458353e-11
3605.7354682745727,239.14725224766227,293.2842,5.650414335723476e-13,1.3593497033060013e-10
3606.91348473438,130.35303741094853,159.8617,3.079896023765091e-13,7.399113076701298e-11
3608.0915011931893,283.11716529208144,347.2078,6.689306585881577e-13,1.6047883065410538e-10
3609.269517652996,318.1696587642711,390.1953,7.517503898443634e-13,1.8009584142820762e-10
3610.447534111804,268.2284887335921,328.9487,6.337526706851583e-13,1.516154742421226e-10
3611.625550571611,556.4207739877767,682.3805,1.3146744896650258e-12,3.140768997308712e-10
3612.803567031417,291.8095313441405,357.8679,6.894684106594406e-13,1.6448507395717345e-10
3613.9815834902265,567.8695564151401,696.421,1.341724921458053e-12,3.196467533788318e-10
3615.159599950034,572.8640321991821,702.5461,1.3535255410781146e-12,3.22009202121245e-10
3616.337616408842,708.568450922356,868.9706,1.674159036034751e-12,3.977350647191733e-10
3617.5156328686494,507.3458153863622,622.1962,1.198723398025762e-12,2.8438836082098883e-10
3618.693649328457,687.8458326413629,843.5569,1.6251969934822452e-12,3.850302360251353e-10
3619.871665787265,403.3526607721528,494.6616,9.530151968540792e-13,2.254680264537007e-10
3621.0496822470723,708.053763306662,868.3394,1.672942965912764e-12,3.9524183426545894e-10
3622.22769870588,399.3787537774051,489.7881,9.43625910194536e-13,2.22627383414947e-10
3623.405715165687,469.461153828637,575.7354,1.1092120058780834e-12,2.6133077680440616e-10
3624.583731625495,502.45905543570603,616.2032,1.1871772823079731e-12,2.793117246619633e-10
3625.761748084303,296.4873829184646,363.6047,7.005209313752442e-13,1.6458589519159665e-10
3626.93976454411,688.9870823037921,844.9565,1.6278934632901241e-12,3.819404905242395e-10
3628.117781002918,506.0085408462193,620.5562,1.195563773500954e-12,2.8011799503170384e-10
3629.295797462725,831.2588236771553,1019.435,1.964043797224079e-12,4.595346715664958e-10
3630.473813922533,482.7556197447889,592.0394,1.1406232974954414e-12,2.6650693893327254e-10
3631.651830381341,517.1701354119739,634.2445,1.2219356566612754e-12,2.851110833220873e-10
3632.829846841148,724.7487389879103,888.8137,1.7123887588446382e-12,3.989954294996293e-10
3634.007863299956,716.7320227431453,878.9822,1.693447387798511e-12,3.9403732447882027e-10
3635.1858797597633,531.0852108723349,651.3096,1.2548132837821891e-12,2.9157156649565313e-10
3636.3638962195705,635.2501726485002,779.0549,1.5009274196412963e-12,3.4827834469368507e-10
3637.541912678378,775.7893280810736,951.4086,1.832984113215305e-12,4.2474326937812273e-10
3638.719929138185,412.61312388038107,506.0184,9.7489521136831e-13,2.2559375475942902e-10
3639.897945596994,677.9787035222405,831.4561,1.601883588329931e-12,3.701704298793572e-10
3641.075962056802,558.4553882759258,684.8757,1.3194817427835018e-12,3.0449214718369384e-10
3642.253978516609,464.0000181547633,569.038,1.0963087928948836e-12,2.5264333859062047e-10
3643.4319949754167,311.8408439207841,382.4338,7.367970814606464e-13,1.6956077641434143e-10
3644.610011435224,561.352218477945,688.4283,1.3263261830803508e-12,3.048110374994072e-10
3645.7880278950315,282.89936893252525,346.9407,6.684160636426844e-13,1.5340177015575721e-10
3646.966044353839,346.23146803673365,424.6096,8.180529912371044e-13,1.874857979256734e-10
3648.1440608136463,314.2032535535291,385.331,7.423788279077642e-13,1.6990895160722373e-10
3649.3220772724544,322.80372275151865,395.8784,7.626994521229827e-13,1.743203777334356e-10
3650.500093732262,537.0835395139195,658.6658,1.2689857410562084e-12,2.896381759412338e-10
3651.678110192069,405.3394919578309,497.0982,9.57709551193803e-13,2.1829184587247372e-10
3652.8561266508773,340.0140383775048,416.9847,8.033628564570998e-13,1.828606967884448e-10
3654.034143110685,342.01619929571615,419.4401,8.080934308828394e-13,1.8368573032501776e-10
3655.212159569493,261.0002752207285,320.0842,6.16674322148476e-13,1.39982975764592e-10
3656.3901760292997,463.0572396039626,567.8818,1.0940812576048938e-12,2.48013167921871e-10
3657.568192489107,480.5601248061702,589.3469,1.1354359261338289e-12,2.570359611897955e-10
3658.746208947915,307.00496563555765,376.5032,7.253711856028258e-13,1.6398266571341336e-10
3659.9242254077226,210.14274596552963,257.7138,4.965114895496494e-13,1.12091742119687e-10
3661.1022418665307,454.65654617568947,557.5794,1.0742326504680765e-12,2.4218633009580603e-10
3662.280258326338,554.1514843260586,679.5975,1.3093127609744523e-12,2.947826558531365e-10
3663.458274786145,613.6712909561634,752.5911,1.4499422540927538e-12,3.2599937500682896e-10
3664.636291244953,244.56052327793446,299.9229,5.778315551167634e-13,1.2974037103826718e-10
3665.8143077047607,509.9521145404223,625.3925,1.2048813906285932e-12,2.70163255696244e-10
3666.992324163569,291.95573459112074,358.0472,6.898138500968177e-13,1.544622231408605e-10
