Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
5326.346834152776,368.98295744365686,778.4774,8.718087173412903e-13,3.244276970398077e-11
5327.399131319703,382.91466062237663,807.8704,9.04725631343948e-13,3.3632948716317576e-11
5328.45142848563,270.4289430730106,570.5489,6.389517597935203e-13,2.3728359712975712e-11
5329.503725652557,220.73220262636954,465.6991,5.215315628147886e-13,1.934782282375812e-11
5330.556022819483,239.70568173413213,505.7292,5.663608541160436e-13,2.0989246748320267e-11
5331.608319985409,229.42722917359703,484.0438,5.420756009294605e-13,2.0068544122381512e-11
5332.660617152335,212.0201127880716,447.3184,5.009472086757539e-13,1.852680856328046e-11
5333.712914319262,231.91955982459086,489.3021,5.4796431623243e-13,2.02448162372768e-11
5334.765211486189,245.9699002742809,518.9454,5.811615385933654e-13,2.144922462184478e-11
5335.817508652116,220.46208124911809,465.1292,5.208933377513343e-13,1.9205117557391526e-11
5336.869805819043,226.6413151201299,478.1661,5.354932260295382e-13,1.9723130428095233e-11
5337.922102985969,209.4243122359477,441.8418,4.948140214806067e-13,1.820613777966765e-11
5338.974400151897,223.3247327143716,471.1688,5.276570227719328e-13,1.939464238749018e-11
5340.026697318824,222.4727057135868,469.3712,5.256439092887505e-13,1.930083866208802e-11
5341.07899448575,234.45530707175288,494.652,5.539556134196112e-13,2.0319558450441882e-11
5342.131291651677,235.0246048191064,495.8531,5.553007127768933e-13,2.0348038439179925e-11
5343.183588818603,228.1790494317933,481.4104,5.391264837473221e-13,1.9735142629551142e-11
5344.235885985529,201.778915079707,425.7116,4.767499788090294e-13,1.743395157393169e-11
5345.288183151457,194.14257094733972,409.6005,4.58707326028156e-13,1.675701446175992e-11
5346.340480318383,224.1673749050676,472.9466,5.296479624417156e-13,1.9328776082503085e-11
5347.39277748531,242.53250028813764,511.6932,5.730398754854802e-13,2.089095240334195e-11
5348.445074652236,232.03729653297702,489.5505,5.482424968005332e-13,1.996653507248179e-11
5349.497371818163,231.93648092156909,489.3378,5.480042962899228e-13,1.9937506922290194e-11
5350.54966898509,234.88070439774552,495.5495,5.549607143047671e-13,2.017001745668402e-11
5351.601966152017,240.0112094403548,506.3738,5.670827349300508e-13,2.058959818734523e-11
5352.654263317943,210.37004514352776,443.8371,4.970485371309148e-13,1.8028430728639484e-11
5353.7065604848685,226.73113438840355,478.3556,5.357054451022257e-13,1.9410786507632886e-11
5354.7588576517965,203.33693574853191,428.9987,4.804311678002228e-13,1.7390275438325457e-11
5355.811154817724,238.55793841949026,503.3077,5.636490415328628e-13,2.0381800245863753e-11
5356.86345198465,226.79478994370248,478.4899,5.358558462708902e-13,1.9357108794953794e-11
5357.915749151577,218.43903850059255,460.861,5.161134251072986e-13,1.8625017582750577e-11
5358.968046317505,239.60794699472302,505.523,5.6612993288761e-13,2.0409245002013035e-11
5360.020343484432,206.07165992878768,434.7684,4.868925946270569e-13,1.753491015490547e-11
5361.072640651357,219.04322119857886,462.1357,5.175409483366111e-13,1.861979590312013e-11
5362.124937817284,228.516570808773,482.1225,5.399239571070094e-13,1.9405412956386785e-11
5363.17723498421,234.9067733146587,495.6045,5.550223082308767e-13,1.99278796436449e-11
5364.229532151137,226.31061905957836,477.4684,5.347118790795959e-13,1.917922770644339e-11
5365.281829318064,245.6968402191229,518.3693,5.805163702146043e-13,2.0801116876581047e-11
5366.334126483991,218.8061362487611,461.6355,5.169807795758814e-13,1.8505795138720023e-11
5367.386423650917,257.37476703561987,543.0073,6.081082093326761e-13,2.1745813514912476e-11
5368.438720817843,220.47506830954399,465.1566,5.209240227254327e-13,1.8609336490357988e-11
5369.491017983772,202.27616782031853,426.7607,4.779248549523354e-13,1.705603586961577e-11
5370.543315150699,201.0560951107502,424.1866,4.750421472214389e-13,1.6936079283833563e-11
5371.595612317624,229.0051023117263,483.1532,5.410782272823077e-13,1.927095845992413e-11
5372.647909483551,212.2842620134484,447.8757,5.015713231306812e-13,1.7845912032168573e-11
5373.700206650478,209.97156989900185,442.9964,4.961070459730871e-13,1.763374308684766e-11
5374.752503817404,198.46394420699417,418.7177,4.689175831759473e-13,1.6650564715835738e-11
5375.804800983331,239.79417385754482,505.9159,5.665699374979474e-13,2.0097849220698472e-11
5376.857098150258,195.5285841625683,412.5247,4.619821070959807e-13,1.6371372540111796e-11
5377.909395317185,201.5998927175595,425.3339,4.763269965200901e-13,1.6862784250266252e-11
5378.96169248411,211.63457720594081,446.505,5.000362905030678e-13,1.7684388009397987e-11
