Wavelength(A),Flux(erg/s/cm2),Original(erg/s/cm2),Flux_factor(er/s/cm2),Flux_corrected(erg/s/cm2)
5326.346834152776,513.0536117698111,1094.545,1.2122094047464375e-12,4.511015979643231e-11
5327.399131319703,493.9760206255171,1053.845,1.1671341243576182e-12,4.338791871218779e-11
5328.45142848563,390.42829324213363,832.937,9.224783494157691e-13,3.425751281981436e-11
5329.503725652557,360.1603121179059,768.3635,8.509631499517052e-13,3.156910420905755e-11
5330.556022819483,371.448761853795,792.4462,8.776347581831502e-13,3.2525010089475944e-11
5331.608319985409,397.4776272278593,847.9760000000001,9.391340531446993e-13,3.476831119137185e-11
5332.660617152335,381.53762015832115,813.9697,9.014720505037585e-13,3.333964101522976e-11
5333.712914319262,405.62666481514844,865.3611,9.583880643753542e-13,3.540812726763132e-11
5334.765211486189,391.9763436724321,836.2396,9.261359813816692e-13,3.4181371917881524e-11
5335.817508652116,369.88571184323575,789.1116,8.739416861933576e-13,3.2221861185832414e-11
5336.869805819043,366.0069610088397,780.8367,8.647772282648703e-13,3.185122282643757e-11
5337.922102985969,357.34395342917435,762.3551,8.443088424655092e-13,3.1065415382779785e-11
5338.974400151897,390.39955967119636,832.8757,9.224104596199994e-13,3.3904260204535914e-11
5340.026697318824,361.3447633479431,770.8904,8.537616935884253e-13,3.134882077511002e-11
5341.07899448575,366.8438438400197,782.6221,8.667545600979467e-13,3.179328725884117e-11
5342.131291651677,398.1560301188456,849.4233,9.407369389753319e-13,3.447168525986996e-11
5343.183588818603,370.44505556590127,790.3049,8.7526326683434e-13,3.203968999875417e-11
5344.235885985529,353.6294479986348,754.4306,8.355324527986495e-13,3.0554028249626707e-11
5345.288183151457,351.0458171723881,748.9187,8.294280194331668e-13,3.029979363306995e-11
5346.340480318383,348.8670812658085,744.2706,8.242802452126443e-13,3.008097721266924e-11
5347.39277748531,347.5309467803832,741.4201,8.21123314334307e-13,2.9935173468512056e-11
5348.445074652236,358.03473097387564,763.8288,8.459409663158531e-13,3.080846536298313e-11
5349.497371818163,315.4976088068277,673.0804,7.454370455581946e-13,2.7120510471482147e-11
5350.54966898509,387.7765549467652,827.2798,9.162129961917983e-13,3.329971230554652e-11
5351.601966152017,386.36757874969794,824.2739,9.128839596974308e-13,3.31449235959568e-11
5352.654263317943,365.50920931262044,779.7748,8.636011732219984e-13,3.132364903128939e-11
5353.7065604848685,373.58746763055353,797.0089,8.826879518399086e-13,3.198337359209534e-11
5354.7588576517965,395.7891901010569,844.3739,9.351447247051766e-13,3.384964470931754e-11
5355.811154817724,381.61168058585923,814.1277,9.016470356217296e-13,3.260395816932448e-11
5356.86345198465,368.1864937681207,785.4865,8.69926885236662e-13,3.1424998865587865e-11
5357.915749151577,371.714488792854,793.0131,8.782626003564282e-13,3.169391761221869e-11
5358.968046317505,336.22252885327174,717.2948,7.944045265710544e-13,2.8638649312887545e-11
5360.020343484432,341.21096738484226,727.9371,8.061908817671707e-13,2.9034092601715213e-11
5361.072640651357,371.31526558947326,792.1614,8.77319341970503e-13,3.156369972627891e-11
5362.124937817284,365.42938342141963,779.6045,8.634125658448433e-13,3.1031920646247544e-11
5363.17723498421,371.51710369135867,792.592,8.777962317920124e-13,3.151696319117989e-11
5364.229532151137,346.7721086402481,739.8012,8.193303813755487e-13,2.93880210371567e-11
5365.281829318064,342.25329759190777,730.1608,8.086536311775052e-13,2.8975752550400306e-11
5366.334126483991,354.5305009091182,756.3529,8.376614014839422e-13,2.998484838100185e-11
5367.386423650917,365.8245754876052,780.4476,8.643462997243472e-13,3.0908830299687125e-11
5368.438720817843,357.7682540558036,763.2603,8.453113521413803e-13,3.019765398573244e-11
5369.491017983772,353.9406424153595,755.0945,8.362677225443529e-13,2.9844466393657e-11
5370.543315150699,356.9564486478724,761.5284,8.433932715982502e-13,3.006843792448045e-11
5371.595612317624,362.2052705180339,772.7262,8.557948434591326e-13,3.0479856787720125e-11
5372.647909483551,360.6562826139692,769.4216,8.521349964917399e-13,3.0318970574323976e-11
5373.700206650478,347.9786842511702,742.3753,8.221811990475109e-13,2.922379787290234e-11
5374.752503817404,340.32777334960684,726.0529,8.041041288603249e-13,2.8552539542616846e-11
5375.804800983331,372.351830332876,794.3728,8.797684691216538e-13,3.120789309721498e-11
5376.857098150258,331.0854069823653,706.3353,7.822668721380994e-13,2.7721381830270993e-11
5377.909395317185,345.3519765053618,736.7715,8.159749863634108e-13,2.8886899649156885e-11
5378.96169248411,363.6894321111587,775.8925,8.593015230732636e-13,3.039023734818507e-11
5380.013989650038,360.33397913311376,768.7339999999998,8.513734789783406e-13,3.0079687745641285e-11
5381.066286816965,367.2062711980729,783.3953,8.676108796752592e-13,3.0622677732371194e-11
5382.118583983891,359.59051556274613,767.1479,8.496168720440728e-13,2.995756733044106e-11
5383.170881149818,345.58123571491166,737.2606,8.165166649785995e-13,2.876166232698595e-11
5384.2231783167435,363.1379631681301,774.716,8.579985484448249e-13,3.0192652654248296e-11
5385.2754754836715,333.56718128390287,711.6299,7.881306455913341e-13,2.7706329416674457e-11
5386.327772649598,347.43213704541466,741.2093,8.208898531769122e-13,2.8829160808704605e-11
5387.380069816525,354.3766614640677,756.0247,8.372979197388906e-13,2.9376072660629354e-11
5388.432366983451,337.35973140548725,719.7209,7.970914341325119e-13,2.793757754659919e-11
5389.48466414938,355.52403560664754,758.4725,8.400088600665502e-13,2.941247881163092e-11
5390.536961316305,349.64429389176314,745.9287,8.261165922006712e-13,2.8897251405758067e-11
5391.589258483232,339.1786648805593,723.6014,8.013890907799029e-13,2.8004403280761882e-11
5392.641555650157,354.8178366184905,756.9659,8.383402994416414e-13,2.926652916352299e-11
5393.693852816085,323.51661878273035,690.1881,7.643838360817277e-13,2.6658188059907728e-11
5394.746149983012,340.71827804696096,726.8860000000002,8.050267877323625e-13,2.8047747890324163e-11
5395.798447149938,358.0900419260876,763.9468,8.460716514039584e-13,2.9448529450021663e-11
5396.850744315865,298.8522933492103,637.5694,7.061085865437631e-13,2.4552574804286345e-11
5397.903041482792,309.32307846612883,659.9077,7.308482704727449e-13,2.538762827525022e-11
5398.955338649718,339.1257444864515,723.4885,8.012640539456057e-13,2.780610767330476e-11
5400.007635815645,334.40603280999204,713.4195,7.901126289275461e-13,2.739198168802838e-11
5401.059932982572,300.458373405643,640.9958,7.099033271020985e-13,2.4586904031037244e-11
5402.112230149499,317.0352532783201,676.3608,7.490700910075183e-13,2.5917765318862344e-11
5403.1645273154245,328.56079012970764,700.9493,7.763018731166208e-13,2.683344720914729e-11
5404.216824482352,329.48471740008887,702.9204,7.784848678383507e-13,2.6882337241990238e-11
5405.269121649279,319.60046274505873,681.8334,7.551309995936571e-13,2.6050162777406447e-11
5406.321418816207,329.1349928115692,702.1743,7.776585615312724e-13,2.6800856241208662e-11
5407.373715982132,357.5357605617601,762.7643,8.4476203177104e-13,2.90847908016631e-11
5408.426013149058,307.9283987439978,656.9323,7.275530127511505e-13,2.5024668096444818e-11
5409.478310315985,338.2083795324342,721.5314,7.990965642343289e-13,2.7458407639375196e-11
5410.530607481912,304.142317191401,648.8551,7.186075077202766e-13,2.4668373474976958e-11
5411.582904648839,376.882031687477,804.0375,8.904721315878412e-13,3.053810296133552e-11
5412.635201815766,342.4143087112705,730.5043,8.090340576839808e-13,2.7717991897243265e-11
5413.6874989816915,349.4098785764987,745.4286,8.255627310772695e-13,2.825651210934877e-11
5414.739796148619,347.1256768712098,740.5555,8.201657691887498e-13,2.8044254951396533e-11
5415.7920933155465,351.72628250566027,750.3704,8.310357782670848e-13,2.8388082657004392e-11
5416.844390481472,343.37273501625185,732.549,8.112985644606645e-13,2.7686712947927393e-11
5417.896687648399,322.8046074572221,688.6691,7.627015424475601e-13,2.6002789810017166e-11
5418.948984815324,378.6755596234823,807.8638,8.947097616947636e-13,3.047350480892093e-11
5420.001281982252,337.41569858933565,719.8403,7.972236697216624e-13,2.7126615014596373e-11
5421.053579148179,324.0823373270066,691.395,7.657204787328643e-13,2.602921976834252e-11
5422.105876315106,340.330304528776,726.0583,8.041101093643573e-13,2.730751360493564e-11
5423.158173482032,352.68006831549826,752.4052,8.332893207863761e-13,2.8270824924298422e-11
5424.210470647959,347.2913753594041,740.909,8.205572707026922e-13,2.7811721491981796e-11
5425.262767814886,326.3870228340893,696.3118,7.711658384040127e-13,2.611219289934763e-11
5426.315064981813,324.0518694296018,691.33,7.656484911843319e-13,2.590012518536878e-11
5427.367362147739,336.94321181111826,718.8323,7.961073089690352e-13,2.6904268807210647e-11
5428.419659314666,340.0759210222892,725.5156,8.03509068709148e-13,2.712800120395763e-11
5429.471956481591,341.87919868546396,729.3627,8.077697348316004e-13,2.724534442508158e-11
5430.524253647519,359.02625010280747,765.9441,8.482836626452505e-13,2.8584053844205647e-11
5431.576550814446,345.74782480318396,737.6160000000001,8.169102707439603e-13,2.7500168141623162e-11
5432.628847981373,386.7065223899052,824.997,9.136847934873366e-13,3.0728116859947374e-11
5433.6811451472995,382.94008091271246,816.9617,9.047856927377472e-13,3.039933693366567e-11
5434.7334423142265,369.3202745410893,787.9053,8.72605708042669e-13,2.928974261831237e-11
5435.785739481153,365.2103895496109,779.1373,8.628951414960066e-13,2.8935762484642415e-11
5436.83803664808,332.5877555665564,709.5404,7.858165227812005e-13,2.6325567793696178e-11
5437.890333814005,327.67642425226444,699.0626,7.74212351457909e-13,2.591174446560033e-11
5438.942630980932,310.78127203592703,663.0186,7.342935945455109e-13,2.455198129543755e-11
5439.994928147858,322.4263367925184,687.8621,7.618077893450104e-13,2.544736063754968e-11
5441.047225313787,332.98224452741727,710.382,7.867485954095844e-13,2.6255127134181332e-11
5442.099522480713,327.1838286617598,698.0117,7.730484789232499e-13,2.5773059473034643e-11
5443.151819647639,318.9828081541292,680.5157,7.536716458597914e-13,2.5102836789925924e-11
5444.2041168135665,340.18335551590775,725.7448,8.037629078802811e-13,2.674547091247268e-11
5445.256413980494,325.33058364684103,694.058,7.686697532212042e-13,2.5553125444639897e-11
